,Unnamed: 0,ACT_cnt,Rep_cnt,ACT_text_abuse_prob,Rep_ID,rounds,abusive_speech,counter_speech,label,rep_support_final,rep_abusive_final,rep_category_notes,ACT_text_notes,rep_notes
765,301,ACT_644,reply_1,0.7041418,1433812336544976896,R4,"I had no issues with [PLAYER] leaving Villa to win things and play with KDB. BUT…… since leaving he has shown a lack of class and seems like the drink driving, balloon sucking moron we all thought he’d grown out of. His family must be cringing every time he speaks on tv.","[USER] [PLAYER] Lol, bitter much?",disagrees_with_the_post,yes,no,,,
766,150,ACT_219,reply_1,0.8596049,1430856567340032000,R4,Thanks everyone for joining the space [PLAYER] ur fraud mate and I hope u know u let country down!,[USER] [PLAYER] Dont think he knows you mate,disagrees_with_the_post,no,no,,,
767,6059,ACT_3056,reply_1,0.53065723,1487740742097326080,R6,[PLAYER] Finally you gonna get what you deserve too much ego you never pass and you bad half times you play prison FC will welcome you,[PLAYER] Your mother should use the abortion option you filth of the society. Disgusting maybe your mom raised you like that a rapists and abuser,agrees_with_the_post,no,no,,,
768,6074,ACT_3125,reply_10,0.87211686,1457185069982961664,R6,[PLAYER] [CLUB] How!!!!!🤬😡🤬😡🤬😡🤬😡😡 I don’t want to see you on the field again 😡😡😡 [URL],[USER] [PLAYER] [CLUB] That’s not DDG’s fault !! That ball passed all the defenders and Silva hit it from less that 2m away from a Keeper who was making up ground !! His defence let him down.,disagrees_with_the_post,no,no,,,
769,3714,ACT_1069,reply_1,0.80461168,1502738876862971904,R3,Ramadan can’t come soon enough for you fatty [PLAYER],[USER] [PLAYER] Leave him alone😭,disagrees_with_the_post,yes,no,,,
770,5545,ACT_1927,reply_2,0.87667447,1491839034020270080,R6,"Rant coming! I've kept my mouth shut for 2 days on here, but no more. You morons deciding anyone calling out [PLAYER] for the vile animal abusing thug he is, are RACIST need to have a word with yourself! Pulling the race card over a bullying monster. Shame on you all😡 SICKO'S!",[USER] [PLAYER] I’ve just seen on news about that lisa how pathetic his team mate is saying about race card ffs,disagrees_with_the_post,no,no,,,
771,3516,ACT_5424,reply_3,0.73954737,1487762013543706624,R5,"Maximum respect to [PLAYER] for unfollowing the nasty cxxt Mason . A man’s act unlike the pussy Brent who’s making excuses for a rapist. DT , Brent and the likes teaching your kids whilst you play candy crush and take selfies",[USER] [PLAYER] A few of our players have unfollowed Mason.,agrees_with_the_post,no,no,,,
772,4762,ACT_141,reply_1,0.62152833,1491380807277056000,R6,You kak [PLAYER],[USER] [PLAYER] He plays worse than someone that is stoned,disagrees_with_the_post,no,yes,,,
773,3864,ACT_1855,reply_1,0.94362324,1496482158319448064,R3,[PLAYER] [CLUB] Fucking fridge leave my club,[USER] [PLAYER] [CLUB] U wanted him yo leave when he was focused and delivered on Sunday u twat!!!,disagrees_with_the_post,no,no,,,
774,17,ACT_1501,reply_1,0.99717098,1492505436775452672,R4,[PLAYER] fuck off,[USER] [PLAYER] 80 million I’m laughing,other,no,no,,,
775,5304,ACT_1255,reply_6,0.69128364,1494402584236511232,R6,It shall not be well with you [PLAYER] 😡😡,[USER] [PLAYER] Chill now... haba that too much,disagrees_with_the_post,no,no,,,
776,1296,ACT_3471,reply_1,0.99474537,1457364991288520704,R4,"[PLAYER] [CLUB] Fuck off, you move around like a fucking 3 piece suite",[USER] [PLAYER] [CLUB] Feet like [USER],agrees_with_the_post,no,no,,,
777,4106,ACT_3166,reply_1,0.99566478,1491132250473504768,R3,Fuck off [PLAYER] [URL],[USER] [PLAYER] My man,agrees_with_the_post,no,no,,,
778,2519,ACT_2419,reply_1,0.95409507,1491036904066027520,R5,TW: animal abuse  This disgusting human being has faced no charges and as far as I am aware that cat is still in that household. [PLAYER] rot in hell.,"[USER] [PLAYER] Makes me want to hug my cat, but he’s so far away 😢",disagrees_with_the_post,no,no,,,
779,4497,ACT_5471,reply_1,0.77680308,1438512716763729920,R3,What’s happened to [PLAYER] today is dreadful btw These utter dregs of society who will never achieve anything off their own back place no value on other peoples hard work & sacrifice. They steal so much more than objects when this happens Scum of the earth these folk,[USER] [PLAYER] Feels like it’s getting worse btw. Somebody smashed my grandads car window a couple of weeks ago to steal his disabled pass. Absolute pond life scum up and down the country.,agrees_with_the_post,no,no,,,
780,1893,ACT_5285,reply_1,0.9222433,1466524283522351104,R4,Ronaldo 2 goals? YOU ARE A SEX OFFENDER [PLAYER],[USER] [PLAYER] Rest,disagrees_with_the_post,no,no,,,
782,1297,ACT_3474,reply_1,0.99675047,1487792834359042048,R4,[PLAYER] YOU ABSOLUTE FUCKING SCUM OF THE EARTH🤢🤢,[USER] [PLAYER] Stoo hating we do t know the full storry she migth be lying,disagrees_with_the_post,yes,no,,,
783,5396,ACT_1489,reply_1,0.91615468,1433885868868177920,R6,[USER] [USER] [USER] [CLUB] [PLAYER] False 9 is a variation of cf. Rtard doesn't know shit,[USER] [USER] [USER] [CLUB] [PLAYER] No argument can convince me Messi is a striker. He's never been a striker and if he played for any other team apart from Barcelona in his prime that fact would've been crystal clear. He's a trequartista best played in a 4-3-3 or 4-3-1-2. Don't be dumb,disagrees_with_the_post,no,no,,,
784,5438,ACT_1635,reply_2,0.58518881,1476128772260782080,R6,Got to love [CLUB] fans turning on a 20 year old lad and blaming your sh*t season on him. #Pathetic [PLAYER] would struggle in your Team you Morons. Call him back [CLUB] as this will do more harm than good mentally to [PLAYER] 💙 #CFC [URL],"[USER] [CLUB] [PLAYER] [CLUB] [PLAYER] No one’s blamed the season on him, it’s literally just a pushback against the condescending shite and delusion from your fans.",disagrees_with_the_post,yes,yes,,,
785,2262,ACT_1355,reply_1,0.98367184,1464196667457126400,R5,[PLAYER] Go follow your master in Norway you PR fraud,[USER] [PLAYER] Bruh go have some wheatabix,disagrees_with_the_post,no,no,,,
786,1605,ACT_4424,reply_1,0.81081975,1489741621671473152,R4,Fuck Him [PLAYER]... We should ended the game without a penalty shootout.. I don't know what he is doing in this club anyway😡😡,"[USER] [PLAYER] bruh Rest and use sense na No dey tag people, them go just suspend your account danu",agrees_with_the_post,no,no,,,
787,3772,ACT_1342,reply_1,0.99309087,1483559134494658304,R3,That cameo 😂😂😂😂😂😂 you fucking pussy [PLAYER],[USER] [PLAYER] He was the best player? Mad threat,disagrees_with_the_post,no,no,,,
788,3113,ACT_5209,reply_2,0.99333853,1497659697410752512,R5,"[USER] Get the fuck up you big tart, he hardly touched you man. You’d be fucked if you played in the 70’s! What a complete paaaaaaaaaarick! #ederson [PLAYER] Well in Dele, nice to leave summit on him, the big oaf! [URL]",[USER] [USER] [PLAYER] Do you understand what time wasting is?,disagrees_with_the_post,no,no,,,
789,497,ACT_1202,reply_1,0.99566478,1481742771400675328,R4,fuck off [PLAYER] [URL],[USER] [PLAYER] ur acc anti liverpool enit.,disagrees_with_the_post,no,no,,,
790,2499,ACT_2343,reply_1,0.99495846,1490986655003869184,R5,I hope someone gives you a hiding for the way you treated that cat you cunt [PLAYER],[USER] [PLAYER] Wtf is wrong with people,disagrees_with_the_post,no,no,,,
791,4520,ACT_290,reply_1,0.99216276,1488273889406820352,R2,He can go fuck himself [PLAYER],"[USER] [PLAYER] You are very stupid. If you have anything to say, say that to your useless coach. Auba have all his all. He forkin gave Arteta a career by winning that FA Cup for him. Did he kill someone to warrant those treatment? Fool",disagrees_with_the_post,no,yes,,,
793,2955,ACT_4533,reply_2,0.97194982,1459495827848806400,R5,"LOLLLL Maguire will tweet that goal post fulltime like the fucking wanker he is [PLAYER] You're still shit man, dont bother posting 👍",[USER] [PLAYER] He posted 😄 [URL],disagrees_with_the_post,no,no,,,
794,3658,ACT_753,reply_1,0.92580104,1487900192523403264,R3,[PLAYER] is a rapist too,[USER] [PLAYER] No he isn't.,disagrees_with_the_post,no,no,,,
795,1506,ACT_4118,reply_1,0.98643422,1444279884566630400,R4,[PLAYER] TRASHFOOD,[USER] [PLAYER] no one asked weirdo + ratioed,disagrees_with_the_post,no,no,,,
796,794,ACT_2015,reply_1,0.7572698,1491516226639695872,R4,[PLAYER] go bawl someplace else,[USER] [PLAYER] no him can stay,disagrees_with_the_post,no,no,,,
797,4246,ACT_3978,reply_1,0.75327927,1438398813107015680,R3,[CLUB] [PLAYER]  An admitted rapist. Sports can not continue to ignore rapists and racism.,"[USER] [CLUB] [PLAYER] #KathrynMayorga! A racist, a liar and a women who takes drugs. Her ex man said she set up the rape for money to blackmail Cristiano Ronaldo. Believe a evil golddigger women! Brainwashed by tabloid fabricated document media by Spiegel! [URL]",disagrees_with_the_post,yes,no,,,
798,2196,ACT_1009,reply_2,0.97355539,1498052088516984832,R5,[PLAYER] [CLUB] Useless,"[USER] [PLAYER] [CLUB] No need for that. One thing's for sure, you're not proper Chels.",disagrees_with_the_post,no,no,,,
799,1705,ACT_4702,reply_1,0.98919082,1440805800029540352,R4,[PLAYER] You are a fraud PENANDES 🤡,[USER] [PLAYER] ur moms a fraud for birthing you + RATIO,agrees_with_the_post,no,no,,,
800,6076,ACT_3125,reply_12,0.87211686,1457186226260176896,R6,[PLAYER] [CLUB] How!!!!!🤬😡🤬😡🤬😡🤬😡😡 I don’t want to see you on the field again 😡😡😡 [URL],"[USER] [PLAYER] [CLUB] Ungrateful clown fanboy.. if not de gea city must be win 5-0 you dumb ass 🤣🤣🤣 typical penaldog fanboy, just watch the goals highlight 😂",disagrees_with_the_post,yes,no,,,
801,3504,ACT_5228,reply_3,0.70951915,1467548141587087104,R5,[PLAYER] Please don't come back,[USER] [PLAYER] Only British don't want him back ...we don't want Maguire and Mc toilet to be playing cabages....,disagrees_with_the_post,no,no,,,
802,4234,ACT_3905,reply_1,0.82323581,1490866822886871040,R3,.[PLAYER] I hope the same will be done with you 😡,[USER] [PLAYER] [CLUB] kick him out,agrees_with_the_post,no,no,,,
803,478,ACT_1142,reply_1,0.95361912,1491059762880217088,R4,Motherfucker [PLAYER] you call yourself a man?? a Professional?? You treat a kitten like that… I’m going to kick you like that poor cat if I see you,[PLAYER] You finished human being. You think your worth more than that cat? You think it’s a joke to kick it and treat it like it hasn’t got a life?? you must know what it feels like to be used and abused judging from your transfers and how your clubs were treating you.,agrees_with_the_post,no,no,,,
804,7058,ACT_5566,reply_1,0.6864059,1434112382855417856,R6,[USER] [USER] [CLUB] [PLAYER] u rep penaldo,[USER] [USER] [CLUB] [PLAYER] More champions leagues than Assna 💀 [URL],disagrees_with_the_post,no,no,,,
805,1199,ACT_3206,reply_1,0.92145932,1482250457405873920,R4,Biggest wanker. Used to get bitched about by [PLAYER] and had to retire.,[USER] [PLAYER] Jesus your obsessed 😂 you sure you ain’t a Celtic fan mate?,agrees_with_the_post,no,no,,,
806,3262,ACT_913,reply_3,0.98092055,1488950774218506240,R5,Just a shit Declan Rice [PLAYER] [URL],[USER] [USER] [PLAYER] Not our fault your owners ain’t got the readies,disagrees_with_the_post,no,no,,,
807,3920,ACT_2138,reply_1,0.95609486,1449453290488581888,R3,[PLAYER] Stop this nonsense you idiots.,[USER] [PLAYER] We'll see for how long they keep doin this.. beza lay yhe demo yebasebet new,agrees_with_the_post,no,no,,,
808,2742,ACT_3396,reply_2,0.71396124,1496979083422584832,R5,[PLAYER] [USER] We’re getting ucl before u hold datt😹😹👎👎,[USER] [PLAYER] [USER] You wining ucl pffft,disagrees_with_the_post,no,no,,,
809,5698,ACT_2332,reply_2,0.69434667,1504025719000559616,R6,"I’m just gonna say it, if this is the passion that’s gonna be shown while chasing a #UCL knockout game, [PLAYER] might as well leave the club. Disgusting. #MUNATM",[USER] [PLAYER] Thoughts on whenever [PLAYER] had the ball?,disagrees_with_the_post,no,no,,,
810,4551,ACT_2075,reply_1,0.82613355,1431512045149736704,R2,You better score a hattrick [PLAYER] 😤😤😤😤😤😤😤😤,[USER] [PLAYER] 🤣🤣 tripled captained him ?,agrees_with_the_post,no,no,,,
811,610,ACT_1554,reply_1,0.96513689,1501336756351819520,R4,[PLAYER] shit player,"[USER] [PLAYER] Be nice, our third world friend",agrees_with_the_post,no,no,,,
812,6420,ACT_4088,reply_3,0.95167977,1490823970148466688,R6,Nothing infuriates me more than cruelty to innocent animals. [PLAYER] you are a vile human being.,"[USER] [PLAYER] Just seen this! Fuck you [PLAYER] , you piece of shit",disagrees_with_the_post,no,no,,,
813,3384,ACT_2706,reply_3,0.76400024,1502673486354993152,R5,Good! [PLAYER] Cats feel pain and feel scared! 😡😡😡,[USER] [PLAYER] You're not over it yet... I hope your cat is sucking your pussy real good,disagrees_with_the_post,no,no,,,
814,854,ACT_2170,reply_1,0.9066208,1453015306155315200,R4,Yeah fuck off. [PLAYER] I need a hattrick from you more than ever,[USER] [PLAYER] Need an Ole masterclass against Totnum and Atalanta. I want Pep to finish him off 5-0,agrees_with_the_post,no,no,,,
815,2236,ACT_1223,reply_2,0.93047273,1434530716641939456,R5,[USER] [USER] [USER] [USER] [USER] [BODY] [USER] [PLAYER] Castagne played in the CL for Atlanta you moron. No wonder you vote Tory or UKIP,[USER] [USER] [USER] [USER] [USER] [BODY] [USER] [PLAYER] Your iq level vary low I can confirm,disagrees_with_the_post,no,no,,,
816,297,ACT_638,reply_1,0.97862691,1469792797301559296,R4,[PLAYER] You diving cheating prick #penaldo cheaters never prosper #prick,[USER] [PLAYER] Someone’s had a beer 😂.,disagrees_with_the_post,no,no,,,
817,6333,ACT_3762,reply_1,0.65377522,1434135671938105088,R6,"[USER] [USER] [USER] [USER] [PLAYER] [BODY] Idiot yes I do have lots of clue abt England because I was born in Sheffield though I live in the US, I have family in all over UK.",[USER] [USER] [USER] [USER] [PLAYER] [BODY] Well done 👏 ✔️ good for you x,disagrees_with_the_post,no,no,,,
818,1106,ACT_2916,reply_1,0.82318407,1503851042240356352,R4,He'll do well to play for [CLUB] again. Just fcuk off [PLAYER]!,[USER] [CLUB] [PLAYER] He’ll start the next game.  An absolute joke of a club.,agrees_with_the_post,no,no,,,
819,501,ACT_1212,reply_1,0.98440129,1487699183540662272,R4,"What’s his side of the story going to be?  How’s [PLAYER] going to explain how he physically, sexually & verbally abused his girlfriend because she refused to have sex with him? You’re a piece of shit.",[USER] [PLAYER] Hero worship and edginess,agrees_with_the_post,no,no,,,
820,269,ACT_570,reply_1,0.99157083,1446215867205836800,R4,[PLAYER] Daft cunt. [USER] for you,[USER] [PLAYER] [USER] Oooo someone’s jealous 👀,disagrees_with_the_post,no,no,,,
821,6047,ACT_3046,reply_12,0.58797097,1483773057026170880,R6,1 So my 11 year old son has quit his football team this week as a couple of team mates have told him he's he's terrible player! U get some reet horrible little twats! His confidence is down! He a good player can we have a like to pick him up [USER] [PLAYER] [USER],[USER] [USER] [PLAYER] [USER] Michael Jordan didn't make his Junior High team. A few years later a determined Jordan ignored everyone and showed the world what he could do as a basketball player. It's just a very tough age. Small steps will get you where you want to be. Ignore the noise of others and play on!,disagrees_with_the_post,no,no,,,
822,2047,ACT_242,reply_2,0.81047755,1452524540781899520,R5,"[PLAYER] You are nothing compared to [PLAYER], NOTHING... Fucking one season wonder","[USER] [PLAYER] [PLAYER] Heal bro, heal bro.. But hurt",disagrees_with_the_post,no,no,,,
823,2087,ACT_456,reply_1,0.94240254,1434571198562766848,R5,[BODY] [PLAYER] Shit player,[USER] [BODY] [PLAYER] We ain’t talking about Neymar,disagrees_with_the_post,no,no,,,
824,6108,ACT_3195,reply_1,0.6501019,1488123999821471488,R6,If the videos of [PLAYER] are true. He should be jailed for years and the key thrown away. Domestic violence is the lowest of the low and beyond disgusting.,[USER] [PLAYER] Is there more videos other than the 1 with the cuts and bruises......not that i want to see it just want him locked up #scumbag,agrees_with_the_post,no,yes,,,
825,2037,ACT_207,reply_2,0.87209785,1493733087909396480,R5,[PLAYER] You robbed Ronaldo off an assist you fraud!!!,[USER] [PLAYER] Ronaldo robbed him of 2 assists 🤡,disagrees_with_the_post,yes,no,,,
826,4221,ACT_3844,reply_1,0.99844849,1503856185673461504,R3,[PLAYER] ITS THAT DEEEP FUCK YOU BITCH FUCK YIU FUCK YOU FUCK YOU. CRY YOURSELF TO SLEEP. STAB YOURSELF FUCK YOU,[USER] [PLAYER] You realize this is embarrassing right?,disagrees_with_the_post,no,no,,,
827,2070,ACT_348,reply_1,0.88016355,1491332746949849088,R5,ANYONE caught abusing animals should IMMEDIATELY have those animals removed & automatically be banned from EVER having more. [PLAYER] is a total disgrace and a disgusting role model to young people #ZoumaOut [USER] [USER] [USER] [USER] [USER],[USER] [PLAYER] [USER] [USER] [USER] [USER] [USER] And be prosecuted. It’s a crime.,agrees_with_the_post,no,no,,,
828,2830,ACT_3871,reply_2,0.99756765,1487692954273816320,R5,Nah man arrest that cunt immediately and jail him holy shit [PLAYER] you lowlife scumbag,[USER] [PLAYER] I just listened to the audio… worst part is that it’s old as well.. so he’s done that to this girl and gotten away with it the whole time? I’m lost for words,disagrees_with_the_post,no,no,,,
829,537,ACT_1365,reply_1,0.99651295,1492701119511994368,R4,When can us cat lovers do to [PLAYER] what he did to a defenseless animal. Cowardly piece of crap. Hope you rot you abusive goof.,[USER] [PLAYER] Zouma should be suspended like his brother.,agrees_with_the_post,no,no,,,
830,5248,ACT_1118,reply_1,0.55721945,1495456087235076096,R6,[PLAYER] [USER] [USER] u hate this man,[USER] [PLAYER] [USER] ayy wtf this seems mean without the context😭😭😭😭😭,disagrees_with_the_post,no,no,,,
831,1984,ACT_5547,reply_1,0.98429352,1432019042035015680,R4,[PLAYER] [CLUB] Ya turncoat cunt !! Lucky ya didn't sell your soul anyway that's all city want let spurs have ur heart,[PLAYER] [CLUB] Unless you want united we will take ur heart too not just the souls of your feet,agrees_with_the_post,no,no,,,
832,3439,ACT_3919,reply_3,0.79328918,1491336927186157568,R5,This account is only for #crypto and I promised that when I created it but... [PLAYER] is a disgusting vile being. I sincerely hope he gets some real punishment for this. People who hurt animals = killer We have seen it all before #KurtZouma #westham #rspca #Zouma,[USER] [PLAYER] #LibriumTech is next #HEX  FIRST 1 BIL MCAP PROJECT OF 2022 [URL] [URL] #altcoin #BSCGem #Staking,disagrees_with_the_post,no,no,,,
833,5093,ACT_797,reply_1,0.50719202,1467599206135353088,R6,[PLAYER] [PLAYER] Smug smiles should wait until you’ve actually won the game Mason. Don’t become a knob 👍⚒️,"[USER] [PLAYER] [PLAYER] He scored a banger when the score was 1-1, why are West Ham fans calling him disrespectful and a knob for celebrating a goal 🤦🏼‍♀️ he wasn’t to know that our goal keeper was gunna drop a stinker that day and let yous win",disagrees_with_the_post,no,no,,,
834,4149,ACT_3442,reply_1,0.70653325,1480655778646269952,R3,[PLAYER] what a useless player,"[USER] [PLAYER] Not sure what is wrong with the dude, but there seems to be a problem",agrees_with_the_post,no,no,,,
835,3572,ACT_240,reply_1,0.78116125,1457307778209439488,R3,[PLAYER] [CLUB] I’m sick,[USER] [PLAYER] [CLUB] Me too ! Olé is himself a disease,disagrees_with_the_post,no,no,,,
836,5265,ACT_1181,reply_9,0.99257612,1495114226192596736,R6,FUCK YOU [PLAYER] [URL],[USER] [PLAYER] Didn’t de gea win us the game against norwich you pedophile?,disagrees_with_the_post,no,no,,,
837,6978,ACT_5355,reply_1,0.58715087,1490955804345724928,R6,Vile behaviour [PLAYER],[USER] [PLAYER] Can't believe the amount of people on there who can't see anything wrong with it!!! 🤬🤬🤬,agrees_with_the_post,no,no,,,
838,6558,ACT_4441,reply_6,0.53591293,1431314270210478080,R6,[PLAYER] [USER] Except that it’s a scam [URL],[USER] [PLAYER] [USER] JOIN DADDYDOGE INSTEAD GUYS YOU WILL MAKE BACK YOUR MINIFOOTBALL LOST + we listing on tier 1 exchange + 2b$ exchange announcment today + 2x elon musk s/o join us [USER] [URL],disagrees_with_the_post,no,no,,,
839,6579,ACT_4504,reply_1,0.68922043,1495692487129763840,R6,[PLAYER] [USER] Prick! ...perform against Atletico first,[USER] [PLAYER] Bruh why are you always angry,disagrees_with_the_post,no,no,,,
840,6086,ACT_3133,reply_11,0.99103022,1489892447538884608,R6,These are the type of players that we want out of the club immediately.. You're a disgrace [PLAYER],[USER] [PLAYER] Who cares thai club is a shit show. None of these players are worth our energy. I hope these bums could get relegated,disagrees_with_the_post,no,no,,,
841,6998,ACT_5402,reply_14,0.5383327,1491336151982284800,R6,Have you seen this sickening footage of [PLAYER] kicking and abusing his defenceless cat.🤬😡 [USER] [USER] [USER] [USER] [URL],"[USER] [PLAYER] [USER] [USER] [USER] [USER] He’s showing his true colours there. But what ,if he’s happy for this to be made public , is he capable of behind closed doors !",agrees_with_the_post,no,no,,,
842,1871,ACT_5212,reply_1,0.99521458,1489976989251510272,R4,TAKE NOTES YOU TWATS [PLAYER] [PLAYER],[USER] [PLAYER] [PLAYER] De gea has saved 2 this season,agrees_with_the_post,no,no,,,
843,3378,ACT_2614,reply_3,0.99290872,1490839920801427456,R5,You are an absolute prick [PLAYER],"[USER] [PLAYER] Oh shut up man, some clout chasing fool",disagrees_with_the_post,no,no,,,
844,1336,ACT_3600,reply_1,0.90617335,1491884348701827072,R4,"Fuxxake. Two totally separate things.  [PLAYER] is a wonderful example of what conceited, arrogant tw*ts some of these premier league ‘stars’ are.  I hope him and West Ham get their fucking arses handed to them and dragged through the sh1t for how they’ve handled this.",[USER] [PLAYER] Ian Wright. Marlon king Troy deeney.  All convicted and jailed. Not once was colour mentioned. Just the crimes.,disagrees_with_the_post,no,no,,,
845,4850,ACT_278,reply_8,0.89586091,1478917640114614272,R6,"[PLAYER] Sancho is better than you, fraud.",[USER] [PLAYER] Put his ucl trophy on the table.lmao,other,no,no,,,
846,4340,ACT_4482,reply_1,0.98683053,1472639610505285632,R3,"Shame your dirty tactics won’t ever win you a trophy hey, you cheating rat, [PLAYER] 👋 [URL]",[USER] [PLAYER] Can’t stand him,agrees_with_the_post,no,no,,,
847,4193,ACT_3685,reply_1,0.9817369,1514169833721585664,R3,What a Shitty club [CLUB] is. Let that Moron [PLAYER] play. Absolutely Disgusting. 👎🏿👎🏿👎🏿,[USER] [CLUB] [PLAYER] Your club literally nurture rapists you scumbag.,disagrees_with_the_post,no,yes,,,
848,6328,ACT_3729,reply_3,0.53278875,1477296931906805504,R6,[PLAYER] MY CB FUCK UP HARRY KANE,[USER] [PLAYER] Ban for a match i think,agrees_with_the_post,no,no,,,
849,5226,ACT_1066,reply_16,0.83030498,1491305698902577152,R6,If a woman can abuse a horse and get arrested then what’s the difference ? [USER] [PLAYER] [USER] #scum 🤬🤬🤬🤬,[USER] [USER] [PLAYER] [USER] I think Paul McCartney song a song about it 🤔🎹,disagrees_with_the_post,no,no,,,
850,5457,ACT_1659,reply_3,0.52149838,1490704084265017088,R6,Ruben Dias please rail me [PLAYER] I’ll eat your poo zaddy 😩😍,[USER] [PLAYER] sister this is not the way,disagrees_with_the_post,no,no,,,
851,3848,ACT_1746,reply_1,0.99595898,1449391243897810688,R3,You are garbage [PLAYER],[USER] [PLAYER] Indeed.,agrees_with_the_post,no,no,,,
852,4772,ACT_165,reply_6,0.9612726,1487840940341485568,R6,Thrown away your own career. Broken United fans hearts. Destroyed the life of a young woman. Fuck you [PLAYER] [URL],[USER] [PLAYER] You got those in the reverse order of importance.,disagrees_with_the_post,no,no,,,
853,2372,ACT_1777,reply_1,0.76666319,1435798582804746240,R5,[USER] [CLUB] [PLAYER] Hahaahhaha! Get a life u mug,"[USER] [CLUB] [PLAYER] Get an education, you moron.",disagrees_with_the_post,no,yes,,,
854,3689,ACT_923,reply_1,0.97631913,1466161080976216064,R3,[PLAYER] take this L bozo hope u gone for 40 years hahaha,[USER] [PLAYER] Get a life,disagrees_with_the_post,no,no,,,
855,324,ACT_698,reply_1,0.98349404,1470041961042223104,R4,[PLAYER] [USER] Shut up virg,[USER] [PLAYER] [USER] Poor muzzle Hamilton,disagrees_with_the_post,yes,no,,,
856,4113,ACT_3216,reply_1,0.99780089,1489849880512110336,R3,[PLAYER] Shut up u fanny,[USER] [PLAYER] probably not the best tweet bro,disagrees_with_the_post,no,no,,,
858,4933,ACT_388,reply_2,0.60289681,1462390012490702848,R6,I hope they stripped the armband from you [PLAYER] [URL],[USER] [PLAYER] Out celebrating his dads birthday.. which he has every right to do,disagrees_with_the_post,no,no,,,
859,1686,ACT_4649,reply_1,0.72860289,1491757952025440256,R4,"I am willing to die on this [PLAYER] issue.....don't care whatever you racist bastards think✌️✌️✌️✌️✌️✌️......He was wrong in assaulting his pet, he's been fined, should he hang himself too??? Y'all can choke on your racism for all I care..including that bastard brand [USER]",[USER] [PLAYER] [USER] You won't die but live please. Kindly take this down.,disagrees_with_the_post,no,no,,,
860,5409,ACT_1520,reply_10,0.84392393,1484881383814221824,R6,"Disgraceful yes. But perhaps think twice about bating the home crowd when your team scores, eh [PLAYER]? Dick.","[USER] [PLAYER] Nope - that wasn’t over the top from Cash - players celebrate in front of oppo fans - it happens - doesn’t warrant bottles being thrown. Mind you, the bottle grazed his shoulder and he went down holding his head...",disagrees_with_the_post,no,no,,,
861,6968,ACT_5345,reply_5,0.50844711,1457301476318011136,R6,[PLAYER] [CLUB] Nobody wants to hear your fucking waffle pal. 2 years of this. Shut up and focus on not dropping a disasterclass every single game. Hope this helps,[USER] [PLAYER] [CLUB] Where's Donny? You'll just blocking him out and never let him play wtf,disagrees_with_the_post,no,no,,,
862,2592,ACT_2704,reply_2,0.99394351,1456980803108458496,R5,[PLAYER] [PLAYER] WHY THE FUCK ARE YOU BOTH LEAVING THE BALL AGAIN!?!?!?!? you shit bastards you’re a fucking joke!!!!,[USER] [PLAYER] [PLAYER] Doubt they'll reply when they're playing bro,disagrees_with_the_post,no,no,,,
863,6926,ACT_5283,reply_1,0.99833328,1492508803685826304,R6,. [PLAYER] FUCK OU YOU BRICK HEADED C*NT,[USER] [PLAYER] Hate on Maguire for Rashford and Mainly Ronaldo costing us the game,agrees_with_the_post,no,no,,,
864,2974,ACT_4618,reply_1,0.9155845,1465456895896997888,R5,[PLAYER] [USER] [USER] [USER] you're a bum😂,[USER] [PLAYER] [USER] [USER] [USER] Where’s rashford?,disagrees_with_the_post,no,no,,,
865,188,ACT_339,reply_1,0.97033823,1496382656598224896,R4,[PLAYER] [USER] I’m not sure if you actually went to school but we don’t even learn about English history in school. You absolute clown.,[USER] [PLAYER] [USER] What they teach on your history lessons [URL],disagrees_with_the_post,no,no,,,
866,4599,ACT_4749,reply_1,0.99297065,1488486570688663552,R2,Stupid bitch [PLAYER]  Wish you were the person I thought you were,[USER] [PLAYER] Always reeked of bad attitude,disagrees_with_the_post,no,no,,,
867,6983,ACT_5386,reply_1,0.56731063,1431240852815302656,R6,[CLUB] [PLAYER] Whoever hacked my account and slagged Ronaldo off I’m gonna fuck you up,"[USER] [CLUB] [PLAYER] I suggest you reach out to deem_toolz on Instagram or text him on WhatsApp +1 213-802-9763 he helped me out when am experiencing the same issue, I believe he will be of great help to you also",other,no,no,,,
868,3400,ACT_3125,reply_3,0.87211686,1457175635588124672,R5,[PLAYER] [CLUB] How!!!!!🤬😡🤬😡🤬😡🤬😡😡 I don’t want to see you on the field again 😡😡😡 [URL],[USER] [PLAYER] [CLUB] Clubs gets toxic because of fans like u,disagrees_with_the_post,no,no,,,
869,4359,ACT_4641,reply_1,0.9936288,1433043776939905024,R3,[USER] [USER] [CLUB] [PLAYER] Then you should go to YOUR club tweet something useful. Im not going to let you get away with your rubbish tweet you little b*tch,[USER] [USER] [CLUB] [PLAYER] I'm no bitch😭🖕,disagrees_with_the_post,no,no,,,
870,3941,ACT_2278,reply_1,0.80574793,1492924412970029056,R3,"[PLAYER] You're absolutely shit mate, would appreciate if you leave in june",[USER] [PLAYER] Grow up,disagrees_with_the_post,no,no,,,
