Unnamed: 0,JB_review,ACT_ID,ACT_cnt,Rep_ID,Rep_cnt,ACT_text,ACT_text_normalised,rep_text,Rep_text_normalised,ACT_text_notes,reply category,JB reply category,reply support,JB reply support,reply abusive,JB reply abusive,rep_text_notes
1980,Priority,1488945635957133313,ACT_913,1488946172278550533,reply_2,Just a shit Declan Rice @Kalvinphillips https://t.co/OLHnwDHsCx,Just a shit Declan Rice [PLAYER1] [URL],@westhamonline5 @Kalvinphillips Weird guy,[USER1] [PLAYER1] Weird guy,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
2086,Priority,1429931213125476355,ACT_950,1429931353076871177,reply_2,"I’m not one for @ ing players to abuse them but for @willianborges88 I’ll make an exception!! FUCK OFF YOU PARASITE, never wanted you and I knew from day one that was an agent you absolute DICKHEAD","I’m not one for @ ing players to abuse them but for [PLAYER1] I’ll make an exception!! FUCK OFF YOU PARASITE, never wanted you and I knew from day one that was an agent you absolute DICKHEAD",@TroopzAFC @willianborges88 Grown man with kids 😂 embarrassing,[USER1] [PLAYER1] Grown man with kids 😂 embarrassing,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
2167,Priority,1480826832597442560,ACT_992,1480831499926708224,reply_2,@CenkTosun_ Time to go cenk?,[PLAYER1] Time to go cenk?,"@PaulHayes1878 @CenkTosun_ Time to fuckk off, you bastard paul !","[USER1] [PLAYER1] Time to fuckk off, you bastard paul !",,disagrees_with_the_post,disagrees_with_the_post,no,no,no,yes,
2282,Priority,1475580219188822022,ACT_1043,1475581996180983810,reply_2,Chief whingebag @B_Fernandes8,Chief whingebag [PLAYER1],@kayswag8 @B_Fernandes8 Its caragher’s smile for me,[USER1] [PLAYER1] Its caragher’s smile for me,,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
2335,Priority,1452317281678200837,ACT_1068,1452317403501764620,reply_2,Fuck off @paulpogba finished player.,Fuck off [PLAYER1] finished player.,@The_RedsIndo @paulpogba Gerrard jilid 2,[USER1] [PLAYER1] Gerrard jilid 2,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
2351,Priority,1428313013417820165,ACT_1079,1428345477871853570,reply_2,@LiamCooper__ You need stoning you’re shite,[PLAYER1] You need stoning you’re shite,@DivJClms @LiamCooper__ Knob,[USER1] [PLAYER1] Knob,,agrees_with_the_post,disagrees_with_the_post,no,no,yes,yes,
2415,Priority,1469768595039260673,ACT_1108,1469769009512001536,reply_1,@B_Fernandes8 You’re shite,[PLAYER1] You’re shite,@utd_Ray @B_Fernandes8 Plastic,[USER1] [PLAYER1] Plastic,,disagrees_with_the_post,other,no,no,no,no,
2537,Priority,1492211053236789248,ACT_1192,1492211977271365640,reply_2,Forgive Zouma? F**k you Moyes. @WestHam get @KurtZouma the hell out of our club. Do you think it’s the first time he’s done that to that poor cat? Ful**k no. And I don’t believe for a second he limits his physical abuse just to animals. He’s not a hammer. #KurtZoumaAnimalAbuser,Forgive Zouma? F**k you Moyes. [CLUB] get [PLAYER1] the hell out of our club. Do you think it’s the first time he’s done that to that poor cat? Ful**k no. And I don’t believe for a second he limits his physical abuse just to animals. He’s not a hammer. #KurtZoumaAnimalAbuser,@SilencedButHere @WestHam @KurtZouma Why is everything about forgiving abusers these days? I dont give a shiny shite if his career has ended.,[USER1] [CLUB] [PLAYER1] Why is everything about forgiving abusers these days? I dont give a shiny shite if his career has ended.,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
2772,Priority,1496573572122353669,ACT_1226,1496581643980746757,reply_1,@saulniguez @Atleti snake,[PLAYER1] [USER1] snake,@Hazard7ii @saulniguez @Atleti How??,[USER1] [PLAYER1] [USER2] How??,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
2782,Priority,1491402975893659648,ACT_1233,1491459843017871363,reply_2,"Cruising around London looking for this little cunt @KurtZouma, come outside we just wanna talk. https://t.co/hPNKT9GPSu","Cruising around London looking for this little cunt [PLAYER1], come outside we just wanna talk. [URL]",@amer1nh0 @KurtZouma I knew you lived In London,[USER1] [PLAYER1] I knew you lived In London,,other,other,no,no,no,no,
2838,Priority,1487679148881551366,ACT_1262,1487691226795192327,reply_2,@masongreenwood absolute waste of sperm 🖕🏻🖕🏻🖕🏻🖕🏻 https://t.co/hP7FufHvBf,[PLAYER1] absolute waste of sperm 🖕🏻🖕🏻🖕🏻🖕🏻 [URL],"@stopthatdegea @masongreenwood Sigh, never expected dis","[USER1] [PLAYER1] Sigh, never expected dis",,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
2925,Priority,1484930250287071234,ACT_1319,1484935210819072008,reply_2,"@andros_townsend is so shit. How can no one see it? Scared of going in for a header, scared of a tackle, one trick pony just cuts on his left and crosses. Absolutely useless","[PLAYER1] is so shit. How can no one see it? Scared of going in for a header, scared of a tackle, one trick pony just cuts on his left and crosses. Absolutely useless",@luke_1878efc @andros_townsend You abseloute fucking whopper.,[USER1] [PLAYER1] You abseloute fucking whopper.,,agrees_with_the_post,disagrees_with_the_post,no,no,yes,yes,
3110,Priority,1466509542150316038,ACT_1408,1466512241428246533,reply_2,Yo man YOU SUCK @Fred08oficial @B_Fernandes8 @cristiano @McTominay10,Yo man YOU SUCK [PLAYER1] [PLAYER2] [PLAYER3] [PLAYER4],@__svet @Fred08oficial @B_Fernandes8 @Cristiano @mctominay10 Hope they see this bro 🙏,[USER1] [PLAYER1] [PLAYER2] [PLAYER3] [PLAYER4] Hope they see this bro 🙏,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
3156,Priority,1498738353633730563,ACT_1439,1498738826407256066,reply_2,"No pashun merchant brexit merchants follow me so I can finally unleash my hate on #19. Get a trim, learn how to pass, learn how to finish you useless white Willian regen @masonmount_10 .","No pashun merchant brexit merchants follow me so I can finally unleash my hate on #19. Get a trim, learn how to pass, learn how to finish you useless white Willian regen [PLAYER1] .",@Techrevived @masonmount_10 U stan Havertz now yh?😭,[USER1] [PLAYER1] U stan Havertz now yh?😭,,agrees_with_the_post,disagrees_with_the_post,no,no,no,no,
3169,Priority,1457298297673031685,ACT_1444,1457299051863490563,reply_1,"@HarryMaguire93 @ManUtd Eat my arse, Harry.","[PLAYER1] [CLUB] Eat my arse, Harry.",@plsexplainibeg @HarryMaguire93 @ManUtd I would pay money to watch that,[USER1] [PLAYER1] [CLUB] I would pay money to watch that,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
3281,Priority,1475580822296039425,ACT_1503,1475581083559284743,reply_1,YOURE NOTHING. @Cristiano,YOURE NOTHING. [PLAYER1],@snncho @Cristiano You're everything with your 111 followers.,[USER1] [PLAYER1] You're everything with your 111 followers.,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
3345,Priority,1432428187334680578,ACT_1531,1432431882336194562,reply_2,"Because Dan James is not English, Ole had to foster his exit. Fvck Ole man Jones and Lingard are still in the team and someone who works his ass out Sweats for the badge is sold I hate this useless PE teacher. All the best @Daniel_James_97","Because Dan James is not English, Ole had to foster his exit. Fvck Ole man Jones and Lingard are still in the team and someone who works his ass out Sweats for the badge is sold I hate this useless PE teacher. All the best [PLAYER1]",@Mjakaflani @Daniel_James_97 And how about Fred he’s also an English player Fulham,[USER1] [PLAYER1] And how about Fred he’s also an English player Fulham,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
3672,Priority,1495417672439414792,ACT_1614,1495419881071816706,reply_2,Get up and stop cheating you massive fanny. @B_Fernandes8,Get up and stop cheating you massive fanny. [PLAYER1],@smtm__LFC75 @B_Fernandes8 Didn’t you know your not allowed to tackle him! If you do he cry’s,[USER1] [PLAYER1] Didn’t you know your not allowed to tackle him! If you do he cry’s,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
3816,Priority,1491721614802706435,ACT_1694,1491721931363651586,reply_2,"Complete bollocks….why is he taking about racism? The question was in relation to his team mate volleying his cat……
 

 @Michailantonio you daft bastard !",Complete bollocks….why is he taking about racism? The question was in relation to his team mate volleying his cat…… [PLAYER1] you daft bastard !,@TranmereCrohnie @Michailantonio the word Fool will be embarrassed using it to classify you. Your stupidity stinks to high heavens. Dimwit.,[USER1] [PLAYER1] the word Fool will be embarrassed using it to classify you. Your stupidity stinks to high heavens. Dimwit.,,agrees_with_the_post,agrees_with_the_post,no,no,yes,yes,
3850,Priority,1487688329806024709,ACT_1713,1487754185734955008,reply_1,fucking prick @masongreenwood,fucking prick [PLAYER1],@dhiresh__21 @masongreenwood Prison fc becoming valuable day by day 😂😂,[USER1] [PLAYER1] Prison fc becoming valuable day by day 😂😂,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
3871,Priority,1450913018729189384,ACT_1726,1450913327287259136,reply_1,@ManUtd These is just a collection of Players and not a team. The 2 Good wasted Chances @Cristiano Would have scored if Fred and Rashford squared the ball to him!! Shit performance shit all round. Ole is just there still. He is just a fucker. #OLEOUT!!! #UCL,[CLUB] These is just a collection of Players and not a team. The 2 Good wasted Chances [PLAYER1] Would have scored if Fred and Rashford squared the ball to him!! Shit performance shit all round. Ole is just there still. He is just a fucker. #OLEOUT!!! #UCL,"@pintchesz @ManUtd @Cristiano motivational speaker...expect ""i told my players to go and enjoy""","[USER1] [CLUB] [PLAYER1] motivational speaker...expect ""i told my players to go and enjoy""",,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
3990,Priority,1466326538366820353,ACT_1786,1466327215881310210,reply_2,@masonmount_10 stfu bum you should rot on benchb,[PLAYER1] stfu bum you should rot on benchb,@lifeofpaul0 @masonmount_10 You got zero shame,[USER1] [PLAYER1] You got zero shame,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
4050,Priority,1434443085900025859,ACT_1812,1434445332042158080,reply_2,Scum of the earth @LoCelsoGiovani,Scum of the earth [PLAYER1],@lowcelso @LoCelsoGiovani Say it louder,[USER1] [PLAYER1] Say it louder,,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
4577,Priority,1456786743970177030,ACT_2096,1456789684282175488,reply_2,@OfficialTM_3 @AVFCOfficial Fuck off you fucking cunt,[PLAYER1] [CLUB] Fuck off you fucking cunt,@hayd38 @OfficialTM_3 @AVFCOfficial Productive much?,[USER1] [PLAYER1] [CLUB] Productive much?,,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
6237,Priority,1490818285692243982,ACT_2669,1491094678468718592,reply_1,Scum of the earth! @KurtZouma you are scum!!!!,Scum of the earth! [PLAYER1] you are scum!!!!,@Ajglover1985 @KurtZouma Microwave ring a bell ad ?,[USER1] [PLAYER1] Microwave ring a bell ad ?,,disagrees_with_the_post,other,no,no,no,no,
6648,Priority,1467873746476314627,ACT_2896,1467874087917666306,reply_1,"Don't play @Auba 
 

 He sucks😡",Don't play [PLAYER1] He sucks😡,@JAmooti_Ug @Auba He deserves to play cz he plays well against small teams. 🤣🤣🤣,[USER1] [PLAYER1] He deserves to play cz he plays well against small teams. 🤣🤣🤣,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
6707,Priority,1449843070623682565,ACT_2935,1449843314778279937,reply_1,@tammyabraham Another pillock who doesn't know what he's talking about!,[PLAYER1] Another pillock who doesn't know what he's talking about!,@ItalianSam82 @tammyabraham And today he knew. 🤌🤌,[USER1] [PLAYER1] And today he knew. 🤌🤌,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
6834,Priority,1452692758666297345,ACT_3008,1452751530134851587,reply_1,@andrewrobertso5 @Mosh_m_p Diving cunt....,[PLAYER1] [USER1] Diving cunt....,@V3Ndl @andrewrobertso5 Lmao your embarassing,[USER1] [PLAYER1] Lmao your embarassing,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
6917,Priority,1474855393931186178,ACT_3048,1474883218268688386,reply_2,ur scran is crap @JackGrealish https://t.co/UgYQ853XGe,ur scran is crap [PLAYER1] [URL],@joegodwin_ @JackGrealish What on earth is that drink,[USER1] [PLAYER1] What on earth is that drink,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,reply is kind of unrelated to original post
7001,Priority,1492291569155772417,ACT_3109,1492292763970412551,reply_1,"I'M NEVER PLAYING ULTIMATE TEAM AGAIN !!!!
 

 My fooking french fraud at top couldn't score if he's life is on the line!!! @_OlivierGiroud_ FRAUD!!!!
 

 And of course his Joa Pedro scores 5 sweaty goals! I have played like 30 games with Joa pedro and he is even shitter than Giroud!",I'M NEVER PLAYING ULTIMATE TEAM AGAIN !!!! My fooking french fraud at top couldn't score if he's life is on the line!!! [PLAYER1] FRAUD!!!! And of course his Joa Pedro scores 5 sweaty goals! I have played like 30 games with Joa pedro and he is even shitter than Giroud!,@HenrikCOYG @_OlivierGiroud_ @NBA2K !!!! 🤬🤬🤬,[USER1] [PLAYER1] [USER2] !!!! 🤬🤬🤬,this is about a computer game,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
7046,Priority,1431765582903451652,ACT_3132,1431796556743815170,reply_1,"Number one.....this thick prick can't even pronounce the word ""Birmingham"" @ivantoney24 
 Secondly.....he didn't even know why he did it......makes him an even bigger twat! @BrentfordFC https://t.co/fSsFTfLKnI","Number one.....this thick prick can't even pronounce the word ""Birmingham"" [PLAYER1] Secondly.....he didn't even know why he did it......makes him an even bigger twat! [CLUB] [URL]","@robertmiles1 @ivantoney24 @BrentfordFC Mastermind awaits... ""specialist subject"" er Aston villa, i do hand signals.. 😂😂😂","[USER1] [PLAYER1] [CLUB] Mastermind awaits... ""specialist subject"" er Aston villa, i do hand signals.. 😂😂😂",,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
7176,Priority,1487836956121776132,ACT_3213,1487837004041752577,reply_2,"Its so sad to see @masongreenwood throwing his career away before it has barely begun
 

 What an idiot, keep it in your pants man!","Its so sad to see [PLAYER1] throwing his career away before it has barely begun What an idiot, keep it in your pants man!","@MartiniGuyYT @masongreenwood BBC-NEWS!!!
 

  https://t.co/4C5Cj65lN0",[USER1] [PLAYER1] BBC-NEWS!!! [URL],,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
7260,Priority,1491071530817957895,ACT_3226,1491108384535646209,reply_2,This is how u treat a cat you vile prick @KurtZouma https://t.co/SSmD3JVicN,This is how u treat a cat you vile prick [PLAYER1] [URL],@JoeMacca10_ @KurtZouma Shepard?,[USER1] [PLAYER1] Shepard?,,other,other,no,no,no,no,
7476,Priority,1491767487117262849,ACT_3356,1491768609458298880,reply_2,". C'mon @WestHam sack @KurtZouma! hes worth fuck all anyway! Have some authority!
 

 #RSPCA",. C'mon [CLUB] sack [PLAYER1]! hes worth fuck all anyway! Have some authority! #RSPCA,@Richard7Hill @WestHam @KurtZouma Jon,[USER1] [CLUB] [PLAYER1] Jon,,other,other,no,no,no,no,
7518,Priority,1479810784528146435,ACT_3390,1479811227060736002,reply_1,You should be fucking ashamed @JackButland_One,You should be fucking ashamed [PLAYER1],@rileyeagles @JackButland_One Hennessy regen,[USER1] [PLAYER1] Hennessy regen,,other,agrees_with_the_post,no,no,no,no,
7522,Priority,1472307738944360467,ACT_3393,1472312592051974147,reply_1,"Just remember who made you,you mug🖕🏻 @ben6white https://t.co/EGlgYRjapt","Just remember who made you,you mug🖕🏻 [PLAYER1] [URL]",@joshbiggs18 @ben6white wallop,[USER1] [PLAYER1] wallop,,other,agrees_with_the_post,no,no,no,no,
7694,Priority,1465631566533742597,ACT_3469,1465636289575890951,reply_1,"my god I would love a Muslim player to stick it to this cunt after scoring this week yerno, with a message. Or anything of the sort. I would hyperventilate if it was big @MoSalah","my god I would love a Muslim player to stick it to this cunt after scoring this week yerno, with a message. Or anything of the sort. I would hyperventilate if it was big [PLAYER1]",@LouisTyrer18 @MoSalah Mo Salah is one of his closest friends. And here's a little secret for you: most Muslim players agree secretly but can't say it.,[USER1] [PLAYER1] Mo Salah is one of his closest friends. And here's a little secret for you: most Muslim players agree secretly but can't say it.,is it identity attack?,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,would need to see the original tweet to really know what is being talked about here
7700,Priority,1431706606530609159,ACT_3473,1431707310527639552,reply_1,@masonmount_10 You're ass,[PLAYER1] You're ass,@citybyron @masonmount_10 You're Byron.,[USER1] [PLAYER1] You're Byron.,,disagrees_with_the_post,other,no,no,no,no,
7768,Priority,1491125780507951104,ACT_3511,1491129425974657024,reply_2,"I’ve just watched the video of @KurtZouma kicking his cat and I feel physically sick. What kind of vile person hurts something that can’t defend itself. @WestHam time to set an example and get him sacked, absolute waste of space. #VileHumanBeing","I’ve just watched the video of [PLAYER1] kicking his cat and I feel physically sick. What kind of vile person hurts something that can’t defend itself. [CLUB] time to set an example and get him sacked, absolute waste of space. #VileHumanBeing","@inclusively_amy @KurtZouma @WestHam Unfortunately football rarely shows any moral compass. 6,500 people have died to build the stadiums and infrastructure for this year's World Cup in Qatar and not a blink of an eye from the football community","[USER1] [PLAYER1] [CLUB] Unfortunately football rarely shows any moral compass. 6,500 people have died to build the stadiums and infrastructure for this year's World Cup in Qatar and not a blink of an eye from the football community",not so abusive,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,kind of agreeing with the post but give good examples
8098,Priority,1491128681364082688,ACT_3726,1491140389465911296,reply_2,"As a volunteer with cats, I want to say @KurtZouma, you are a cunt. You’re not sorry. You weren’t sorry before the leak were you? You’re a human piece of garbage who has no business in the sport. Fuck you. Fuck your career. You don’t deserve it.","As a volunteer with cats, I want to say [PLAYER1], you are a cunt. You’re not sorry. You weren’t sorry before the leak were you? You’re a human piece of garbage who has no business in the sport. Fuck you. Fuck your career. You don’t deserve it.",@TomDrawsThings @KurtZouma Dallas and me are with you pal 😼 https://t.co/GknGv3Z7d5,[USER1] [PLAYER1] Dallas and me are with you pal 😼 [URL],,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
8212,Priority,1487805213478170627,ACT_3787,1487808739000426498,reply_2,"What is wrong with you @twitter @TwitterSupport !! Why are you protecting @masongreenwood for abusing women, and permanently suspending someone that thinks this is disgusting!! Shame on you, are you gonna suspend me and rest of Twitter? You guys are disgusting!! https://t.co/iXEciZZkO5","What is wrong with you [USER1] [USER2] !! Why are you protecting [PLAYER1] for abusing women, and permanently suspending someone that thinks this is disgusting!! Shame on you, are you gonna suspend me and rest of Twitter? You guys are disgusting!! [URL]",@Itsonlymazza @Twitter @TwitterSupport @masongreenwood No way suspend???,[USER1] [USER2] [USER3] [PLAYER1] No way suspend???,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
8218,Priority,1491462914276007936,ACT_3788,1491466313524465668,reply_2,#fuckadidas I stand with @KurtZouma I don’t condone what he did but if we can allow a racist to run this country then I don’t give a fuck about a cat. Kids are being bombed everyday in Palestine. No one crying about that but people will cry over a domestic cat. Fuck off,#fuckadidas I stand with [PLAYER1] I don’t condone what he did but if we can allow a racist to run this country then I don’t give a fuck about a cat. Kids are being bombed everyday in Palestine. No one crying about that but people will cry over a domestic cat. Fuck off,@kamranE1 @KurtZouma Fuck you https://t.co/hrtQQsmWGZ,[USER1] [PLAYER1] Fuck you [URL],not abuse against players,disagrees_with_the_post,disagrees_with_the_post,no,no,yes,yes,
8426,Priority,1486100586382696459,ACT_3938,1486270561902858247,reply_2,You hypocrite @MarcusRashford,You hypocrite [PLAYER1],"@stevie_j69 @MarcusRashford No time for snowflakes but upset over a picture 😂😂😂 who’s the snowflake now Mr All Lives Matter, crawl back to hell","[USER1] [PLAYER1] No time for snowflakes but upset over a picture 😂😂😂 who’s the snowflake now Mr All Lives Matter, crawl back to hell",not so abusive,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
8441,Priority,1492463185491894275,ACT_3949,1492465342223990785,reply_2,I beg you leave my club @HarryMaguire93,I beg you leave my club [PLAYER1],"@doncookiess @HarryMaguire93 Hwɛ, 85m and our captain, no one can bench him or sell him 😂😂😂","[USER1] [PLAYER1] Hwɛ, 85m and our captain, no one can bench him or sell him 😂😂😂",not abusive,disagrees_with_the_post,agrees_with_the_post,no,no,no,no,
8529,Priority,1500820660003688454,ACT_4003,1500871602069811206,reply_2,"This Charlatan 
 

 Edi fuck U utd Cavani has declared himself fit for Uruguay s 2 WC games vs Peru & Uruguay. 
 

 Just fuk the c**t off @ECavaniOfficial",This Charlatan Edi fuck U utd Cavani has declared himself fit for Uruguay s 2 WC games vs Peru & Uruguay. Just fuk the c**t off [PLAYER1],@DaysUnited @ECavaniOfficial Shithouse,[USER1] [PLAYER1] Shithouse,,agrees_with_the_post,agrees_with_the_post,no,no,yes,yes,
8649,Priority,1452689454087426050,ACT_4082,1452695090594463746,reply_1,@paulpogba Hurry up and do one to Madrid you muppet,[PLAYER1] Hurry up and do one to Madrid you muppet,@heskey2345 @paulpogba Fuck off you melt get a proper manager in! Who picks people who can actually play football other than planks of wood,[USER1] [PLAYER1] Fuck off you melt get a proper manager in! Who picks people who can actually play football other than planks of wood,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
8780,Priority,1503850099461476353,ACT_4129,1503851316069683204,reply_2,"God will punish you finished player useless guy
 Bastard @MarcusRashford 
 Useless guy just leave the club
 Fucktard",God will punish you finished player useless guy Bastard [PLAYER1] Useless guy just leave the club Fucktard,@xxOmbre_xx @MarcusRashford Small small boss😂😂,[USER1] [PLAYER1] Small small boss😂😂,,other,other,no,no,no,no,
10697,Priority,1487691424867004417,ACT_4536,1487691781797986305,reply_2,"Well done @masongreenwood 
 

 Career down the drain because you are despicable 👍 
 

 Hope you’re released later today.",Well done [PLAYER1] Career down the drain because you are despicable 👍 Hope you’re released later today.,@davidbelle_ @masongreenwood This is horrible,[USER1] [PLAYER1] This is horrible,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
11420,Priority,1465401850530779144,ACT_4770,1465406553540857856,reply_1,"💯@Cristiano 
 Pascal is a bitch crying for attention https://t.co/aWedzQG8jJ",💯[PLAYE1R] Pascal is a bitch crying for attention [URL],@ShohibKhalil @Cristiano It’s going to be Messi’s night,[USER1] [PLAYER1] It’s going to be Messi’s night,,other,other,no,no,no,no,
11447,Priority,1490287408859987968,ACT_4784,1490287660870426624,reply_2,@masonmount_10 @S4NTORYU_ yeah leave my club trash footballer,[PLAYER1] [USER1] yeah leave my club trash footballer,@nothz44fan @masonmount_10 @S4NTORYU_ Cringe,[USER1] [PLAYER1] [USER2] Cringe,,disagrees_with_the_post,disagrees_with_the_post,no,no,no,no,
11840,Priority,1491759119027552261,ACT_4922,1491759386112700416,reply_1,Pogba wants to cry about about hijab issue in India but is fine about hijab ban in France. Wants to talk about muslims in India but doesn’t speak uighur muslims in china. Bloody rascal @paulpogba,Pogba wants to cry about about hijab issue in India but is fine about hijab ban in France. Wants to talk about muslims in India but doesn’t speak uighur muslims in china. Bloody rascal [PLAYER1],@UtdArjun @paulpogba Now... I feel for Salah... 🤭🤭,[USER1] [PLAYER1] Now... I feel for Salah... 🤭🤭,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
11858,Priority,1485639164679036932,ACT_4937,1492152757205143555,reply_2,Dead to me ft. @MoSalah https://t.co/VGbfmWcTfW,Dead to me ft. [PLAYER1] [URL],@prix_lfc_fcg @MoSalah died from cringe,[USER1] [PLAYER1] died from cringe,,other,other,no,no,no,no,
11910,Priority,1474861238110797828,ACT_4964,1475182196038197261,reply_2,@alexiwobi Shite u lad,[PLAYER1] Shite u lad,@alexiwobi Leg it u,[PLAYER1] Leg it u,,other,other,no,no,no,no,
12009,Priority,1433510961026109442,ACT_5017,1433511483078594561,reply_1,@Castro1021 @ManUtd @Cristiano Fuck you ur fat,[USER1] [CLUB] [PLAYER1] Fuck you ur fat,"@ballknowledge_ @Castro1021 @ManUtd @Cristiano so is your mother but she doesn’t entertain thousands of people via twitch streams, she does it via old pedos getting there credit cards out. fuck you for insulting him for no reason","[USER1] [USER2] [CLUB] [PLAYER1] so is your mother but she doesn’t entertain thousands of people via twitch streams, she does it via old pedos getting there credit cards out. fuck you for insulting him for no reason",,disagrees_with_the_post,disagrees_with_the_post,no,no,no,yes,
12193,Priority,1475610924623007744,ACT_5073,1475617134512418820,reply_2,@ECavaniOfficial @FtblRory Have shame bastard,[PLAYER1] [USER1] Have shame bastard,@utdnathan77 @ECavaniOfficial @FtblRory Have some shame. You were supposed to quit FT. + Ratio,[USER1] [PLAYER1] [USER2] Have some shame. You were supposed to quit FT. + Ratio,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
12258,Priority,1479049663915479051,ACT_5122,1479222562697662464,reply_2,"Send all of the leaking @ManUtd British Toxic Mafia to the reserves, now! If we had any respect for fans they would have their contracts terminated. Disrespectful b4stards. 
 

 @HarryMaguire93
 @LukeShaw23
 @deanhenderson
 @awbissaka
 

 You're all a disgrace. 🖕🏻","Send all of the leaking [CLUB] British Toxic Mafia to the reserves, now! If we had any respect for fans they would have their contracts terminated. Disrespectful b4stards. [PLAYER1] [PLAYER2] [PLAYER3] [PLAYER4] You're all a disgrace. 🖕🏻",@Gerry_Deakin @ManUtd @HarryMaguire93 @LukeShaw23 @deanhenderson @awbissaka You don’t know it’s the British though,[USER1] [CLUB] [PLAYER1] [PLAYER2] [PLAYER3] [PLAYER4] You don’t know it’s the British though,,other,disagrees_with_the_post,no,no,no,no,
12291,Priority,1483918256599617547,ACT_5143,1483918429543407618,reply_1,@Cristiano is the most selfish and arrogant footballer soccer has ever witnessed . He believes everything is about him. What a disgrace #BREMUN,[PLAYER1] is the most selfish and arrogant footballer soccer has ever witnessed . He believes everything is about him. What a disgrace #BREMUN,@dreayman1 @Cristiano Ode,[USER1] [PLAYER1] Ode,,disagrees_with_the_post,other,no,no,no,no,
12373,Priority,1440788800867733507,ACT_5196,1440788913736482823,reply_2,@emilesmithrowe @Arsenal you’re bad.,[PLAYER1] [CLUB] you’re bad.,"@OdoiSZN10 @emilesmithrowe @Arsenal spot on, Emile Kills Flow/Sniff Toes is finished","[USER1] [PLAYER1] [CLUB] spot on, Emile Kills Flow/Sniff Toes is finished",Not abusive,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
12879,Priority,1483571209585446916,ACT_5377,1483574494711193607,reply_2,“I’m gonna say this for the last time. His name is Trent and he’s a fucking scouser” @TrentAA @andrewrobertso5 https://t.co/MhAJo21Nk6,“I’m gonna say this for the last time. His name is Trent and he’s a fucking scouser” ⁦[PLAYE1R]⁩ ⁦[PLAYE2R]⁩ [URL],@Heidi7LFC @TrentAA @andrewrobertso5 Trent trying to find robbos wallet,[USER1] [PLAYER1] [PLAYER2] Trent trying to find robbos wallet,,disagrees_with_the_post,other,no,no,no,no,
12954,Priority,1495486757902630916,ACT_5414,1495492425355337732,reply_2,@Cristiano F i n i s h e d,[PLAYER1] F i n i s h e d,@mytmessi @Cristiano - reps Messi,[USER1] [PLAYER1] - reps Messi,,agrees_with_the_post,agrees_with_the_post,no,no,no,no,
13149,Priority,1493592809877630979,ACT_5485,1493593470090502147,reply_2,@aguerosergiokun A$$ or Tits?,[PLAYER1] A$$ or Tits?,@vikymcfc @aguerosergiokun Gotta be ass innit,[USER1] [PLAYER1] Gotta be ass innit,,disagrees_with_the_post,other,no,no,no,no,
13165,Priority,1498019686985846789,ACT_5501,1498019884508356613,reply_1,Fuuuuck youu!!!! @masonmount_10,Fuuuuck youu!!!! [PLAYER1],@KefiloeWame @masonmount_10 😂😂 rest’a joe,[USER1] [PLAYER1] 😂😂 rest’a joe,,disagrees_with_the_post,other,no,no,no,no,
,Priority,1487533604393697282,ACT_1,1487717506303340545,reply_3,@Amaddiallo_19 @Richard20049325 Hope you get thrashed. Your not a Utd player any more in my eyes. Turncoat.,[PLAYER1] [USER1] Hope you get thrashed. Your not a Utd player any more in my eyes. Turncoat.,@dexdent @Amaddiallo_19 He's been loaned by the club to get first team football experience???,[USER1] [PLAYER1] He's been loaned by the club to get first team football experience???,,agrees_with_the_post,disagrees_with_the_post,no,yes,yes,yes,
